x,y
215,233
216,233
219,233
221,233
222,233
223,233
224,233
225,233
226,233
227,233
228,233
229,233
230,233
231,233
232,233
233,233
234,233
235,233
236,233
237,233
238,233
239,233
240,233
241,233
242,233
243,233
246,233
247,233
248,233
249,233
44,232
47,232
48,232
49,232
50,232
51,232
52,232
53,232
54,232
55,232
56,232
57,232
58,232
59,232
60,232
61,232
62,232
63,232
64,232
65,232
66,232
67,232
68,232
172,232
173,232
174,232
175,232
176,232
177,232
178,232
179,232
180,232
181,232
182,232
183,232
184,232
185,232
186,232
187,232
188,232
189,232
190,232
191,232
192,232
193,232
222,232
223,232
224,232
225,232
226,232
227,232
228,232
229,232
230,232
231,232
232,232
233,232
234,232
235,232
236,232
237,232
238,232
239,232
240,232
241,232
242,232
243,232
44,231
47,231
48,231
50,231
51,231
52,231
53,231
54,231
55,231
56,231
57,231
58,231
59,231
60,231
61,231
62,231
63,231
64,231
65,231
67,231
68,231
172,231
173,231
175,231
176,231
177,231
178,231
179,231
180,231
181,231
182,231
183,231
184,231
185,231
186,231
187,231
188,231
189,231
190,231
192,231
193,231
208,231
222,231
223,231
225,231
226,231
227,231
228,231
229,231
230,231
231,231
232,231
233,231
234,231
235,231
236,231
237,231
238,231
239,231
240,231
242,231
243,231
44,230
46,230
47,230
48,230
49,230
50,230
51,230
52,230
53,230
55,230
56,230
58,230
59,230
60,230
61,230
62,230
63,230
64,230
65,230
66,230
67,230
68,230
172,230
173,230
174,230
175,230
176,230
177,230
178,230
179,230
180,230
183,230
184,230
185,230
186,230
187,230
188,230
189,230
190,230
191,230
192,230
193,230
222,230
223,230
224,230
225,230
226,230
227,230
228,230
229,230
231,230
232,230
233,230
236,230
237,230
238,230
239,230
240,230
241,230
242,230
243,230
44,229
47,229
48,229
49,229
50,229
51,229
52,229
61,229
62,229
63,229
64,229
65,229
66,229
67,229
68,229
172,229
173,229
174,229
175,229
176,229
177,229
186,229
187,229
188,229
189,229
190,229
191,229
192,229
193,229
222,229
223,229
224,229
225,229
226,229
227,229
236,229
237,229
238,229
239,229
240,229
241,229
242,229
243,229
44,228
47,228
48,228
49,228
50,228
51,228
62,228
63,228
64,228
65,228
66,228
67,228
68,228
172,228
173,228
174,228
175,228
176,228
187,228
188,228
189,228
190,228
191,228
192,228
193,228
222,228
223,228
224,228
225,228
226,228
238,228
239,228
240,228
241,228
242,228
243,228
44,227
46,227
47,227
48,227
49,227
50,227
51,227
56,227
57,227
58,227
59,227
63,227
64,227
65,227
66,227
67,227
68,227
172,227
173,227
174,227
175,227
176,227
182,227
183,227
184,227
188,227
189,227
190,227
191,227
192,227
193,227
222,227
223,227
224,227
225,227
226,227
231,227
232,227
233,227
234,227
238,227
239,227
240,227
241,227
242,227
243,227
44,226
46,226
47,226
48,226
49,226
50,226
51,226
56,226
57,226
58,226
59,226
64,226
65,226
66,226
67,226
68,226
172,226
173,226
174,226
175,226
176,226
181,226
182,226
183,226
184,226
189,226
190,226
191,226
192,226
193,226
222,226
223,226
224,226
225,226
226,226
231,226
232,226
233,226
234,226
239,226
240,226
241,226
242,226
243,226
44,225
47,225
48,225
49,225
50,225
51,225
56,225
57,225
58,225
64,225
65,225
66,225
67,225
68,225
172,225
173,225
174,225
175,225
176,225
181,225
182,225
183,225
184,225
189,225
190,225
191,225
192,225
193,225
222,225
223,225
224,225
225,225
226,225
231,225
232,225
233,225
234,225
239,225
240,225
241,225
242,225
243,225
44,224
46,224
47,224
48,224
49,224
50,224
51,224
52,224
56,224
57,224
58,224
64,224
65,224
66,224
67,224
68,224
172,224
173,224
174,224
175,224
176,224
177,224
181,224
182,224
183,224
184,224
189,224
190,224
191,224
192,224
193,224
222,224
223,224
224,224
225,224
226,224
227,224
228,224
231,224
232,224
233,224
239,224
240,224
241,224
242,224
243,224
44,223
46,223
47,223
48,223
49,223
50,223
51,223
52,223
53,223
56,223
57,223
64,223
65,223
66,223
67,223
68,223
172,223
173,223
174,223
175,223
176,223
177,223
178,223
181,223
182,223
189,223
190,223
191,223
192,223
193,223
222,223
223,223
224,223
225,223
226,223
227,223
228,223
231,223
232,223
239,223
240,223
241,223
242,223
243,223
44,222
46,222
47,222
48,222
49,222
50,222
51,222
52,222
53,222
54,222
55,222
64,222
65,222
66,222
67,222
68,222
172,222
173,222
174,222
175,222
176,222
177,222
178,222
179,222
180,222
189,222
190,222
191,222
192,222
193,222
222,222
223,222
224,222
225,222
226,222
227,222
228,222
229,222
230,222
231,222
239,222
240,222
241,222
242,222
243,222
44,221
46,221
47,221
48,221
49,221
50,221
51,221
52,221
53,221
54,221
55,221
64,221
65,221
66,221
67,221
68,221
172,221
173,221
174,221
175,221
176,221
177,221
178,221
179,221
180,221
181,221
189,221
190,221
191,221
192,221
193,221
222,221
223,221
224,221
225,221
226,221
227,221
228,221
229,221
230,221
231,221
239,221
240,221
241,221
242,221
243,221
44,220
46,220
47,220
48,220
49,220
50,220
51,220
52,220
53,220
54,220
55,220
61,220
62,220
63,220
64,220
65,220
66,220
67,220
68,220
172,220
173,220
174,220
175,220
176,220
177,220
178,220
179,220
180,220
181,220
186,220
187,220
188,220
189,220
190,220
191,220
192,220
193,220
222,220
223,220
224,220
225,220
226,220
227,220
228,220
229,220
230,220
231,220
236,220
237,220
238,220
239,220
240,220
241,220
242,220
243,220
44,219
46,219
47,219
48,219
49,219
50,219
51,219
52,219
53,219
54,219
55,219
56,219
57,219
61,219
62,219
63,219
64,219
65,219
66,219
67,219
68,219
144,219
172,219
173,219
174,219
175,219
176,219
177,219
178,219
179,219
180,219
181,219
182,219
186,219
187,219
188,219
189,219
190,219
191,219
192,219
193,219
222,219
223,219
224,219
225,219
226,219
227,219
228,219
229,219
230,219
231,219
232,219
233,219
236,219
237,219
238,219
239,219
240,219
241,219
242,219
243,219
44,218
47,218
48,218
49,218
50,218
51,218
52,218
53,218
54,218
55,218
56,218
57,218
61,218
62,218
63,218
64,218
65,218
66,218
67,218
68,218
172,218
173,218
174,218
175,218
176,218
177,218
178,218
179,218
180,218
181,218
182,218
186,218
187,218
188,218
189,218
190,218
191,218
192,218
193,218
222,218
223,218
224,218
225,218
226,218
227,218
228,218
229,218
230,218
231,218
232,218
236,218
237,218
238,218
239,218
240,218
241,218
242,218
243,218
44,217
46,217
47,217
48,217
49,217
50,217
51,217
52,217
53,217
54,217
55,217
56,217
59,217
60,217
61,217
62,217
63,217
64,217
65,217
66,217
67,217
68,217
172,217
173,217
174,217
175,217
176,217
177,217
178,217
179,217
180,217
181,217
185,217
186,217
187,217
188,217
189,217
190,217
191,217
192,217
193,217
222,217
223,217
224,217
225,217
226,217
227,217
228,217
229,217
230,217
231,217
234,217
235,217
236,217
237,217
238,217
239,217
240,217
241,217
242,217
243,217
44,216
47,216
48,216
49,216
50,216
51,216
52,216
53,216
54,216
55,216
56,216
60,216
61,216
62,216
63,216
64,216
65,216
66,216
67,216
68,216
172,216
173,216
174,216
175,216
176,216
177,216
178,216
179,216
180,216
181,216
184,216
185,216
186,216
187,216
188,216
189,216
190,216
191,216
192,216
193,216
222,216
223,216
224,216
225,216
226,216
227,216
228,216
229,216
230,216
231,216
235,216
236,216
237,216
238,216
239,216
240,216
241,216
242,216
243,216
44,215
47,215
48,215
49,215
50,215
51,215
52,215
53,215
54,215
55,215
56,215
61,215
62,215
63,215
64,215
65,215
66,215
67,215
68,215
172,215
173,215
174,215
175,215
176,215
177,215
178,215
179,215
180,215
181,215
184,215
186,215
187,215
188,215
189,215
190,215
191,215
192,215
193,215
222,215
223,215
224,215
225,215
226,215
227,215
228,215
229,215
230,215
231,215
236,215
237,215
238,215
239,215
240,215
241,215
242,215
243,215
44,214
46,214
47,214
48,214
50,214
51,214
52,214
53,214
54,214
55,214
56,214
57,214
61,214
62,214
63,214
64,214
65,214
67,214
68,214
172,214
173,214
175,214
176,214
177,214
178,214
179,214
180,214
181,214
182,214
186,214
187,214
188,214
189,214
190,214
192,214
193,214
222,214
223,214
225,214
226,214
227,214
228,214
229,214
230,214
231,214
232,214
236,214
237,214
238,214
239,214
240,214
242,214
243,214
44,213
47,213
48,213
49,213
50,213
51,213
52,213
53,213
54,213
55,213
56,213
57,213
58,213
59,213
60,213
61,213
62,213
63,213
64,213
65,213
66,213
67,213
68,213
172,213
173,213
174,213
175,213
176,213
177,213
178,213
179,213
180,213
181,213
182,213
183,213
184,213
185,213
186,213
187,213
188,213
189,213
190,213
191,213
192,213
193,213
222,213
223,213
224,213
225,213
226,213
227,213
228,213
229,213
230,213
231,213
232,213
233,213
234,213
235,213
236,213
237,213
238,213
239,213
240,213
241,213
242,213
243,213
44,212
47,212
48,212
49,212
50,212
51,212
52,212
53,212
54,212
55,212
56,212
57,212
58,212
59,212
60,212
61,212
62,212
63,212
64,212
65,212
66,212
67,212
68,212
145,212
172,212
173,212
174,212
175,212
176,212
177,212
178,212
179,212
180,212
181,212
182,212
183,212
184,212
185,212
186,212
187,212
188,212
189,212
190,212
191,212
192,212
193,212
222,212
223,212
224,212
225,212
226,212
227,212
228,212
229,212
230,212
231,212
232,212
233,212
234,212
235,212
236,212
237,212
238,212
239,212
240,212
241,212
242,212
243,212
44,211
64,200
71,200
65,199
66,199
67,199
68,199
69,199
70,199
52,198
55,198
58,198
60,198
61,198
62,198
65,198
66,198
67,198
68,198
69,198
70,198
54,197
55,197
60,197
61,197
62,197
65,197
66,197
67,197
68,197
69,197
70,197
53,196
54,196
63,196
64,196
65,196
66,196
67,196
68,196
69,196
70,196
52,195
53,195
67,195
68,195
69,195
70,195
50,194
52,194
64,194
65,194
67,194
68,194
69,194
70,194
51,193
52,193
53,193
54,193
55,193
56,193
57,193
58,193
59,193
60,193
61,193
62,193
63,193
64,193
65,193
66,193
67,193
69,193
70,193
51,192
52,192
53,192
54,192
55,192
56,192
57,192
58,192
59,192
60,192
61,192
62,192
63,192
64,192
65,192
66,192
68,192
69,192
70,192
51,191
52,191
53,191
54,191
55,191
56,191
57,191
58,191
59,191
60,191
61,191
62,191
63,191
64,191
65,191
66,191
67,191
68,191
69,191
70,191
51,190
52,190
53,190
54,190
55,190
56,190
57,190
58,190
59,190
60,190
61,190
62,190
63,190
64,190
65,190
66,190
67,190
68,190
69,190
70,190
51,189
52,189
53,189
54,189
55,189
56,189
57,189
58,189
59,189
60,189
61,189
62,189
63,189
64,189
65,189
66,189
67,189
68,189
70,189
51,188
52,188
54,188
55,188
56,188
57,188
58,188
59,188
60,188
61,188
62,188
63,188
64,188
65,188
66,188
67,188
69,188
71,188
47,187
54,187
55,187
56,187
57,187
58,187
59,187
60,187
61,187
62,187
63,187
64,187
65,187
66,187
67,187
68,187
70,187
48,186
49,186
50,186
51,186
52,186
53,186
54,186
55,186
58,186
59,186
61,186
65,186
67,186
69,186
44,185
47,185
48,185
49,185
50,185
51,185
52,185
53,185
54,185
55,185
59,185
60,185
61,185
66,185
68,185
69,185
70,185
47,184
49,184
50,184
51,184
52,184
53,184
54,184
55,184
56,184
60,184
61,184
62,184
66,184
68,184
69,184
70,184
44,183
45,183
46,183
47,183
48,183
49,183
50,183
51,183
52,183
53,183
54,183
55,183
56,183
66,183
68,183
69,183
70,183
45,182
46,182
47,182
48,182
49,182
50,182
51,182
53,182
55,182
66,182
68,182
69,182
70,182
45,181
46,181
47,181
48,181
49,181
50,181
51,181
55,181
60,181
64,181
65,181
68,181
69,181
70,181
45,180
46,180
47,180
48,180
49,180
50,180
51,180
60,180
64,180
65,180
68,180
69,180
70,180
47,179
48,179
50,179
68,179
69,179
70,179
47,178
48,178
49,178
50,178
51,178
68,178
69,178
70,178
46,177
47,177
48,177
49,177
50,177
68,177
69,177
70,177
46,176
47,176
48,176
49,176
50,176
62,176
66,176
71,176
46,175
47,175
48,175
49,175
50,175
58,175
61,175
62,175
63,175
65,175
46,174
47,174
48,174
51,174
52,174
61,174
62,174
45,173
49,173
50,173
93,163
72,162
78,162
79,162
80,162
81,162
82,162
83,162
84,162
85,162
86,162
92,162
78,161
79,161
80,161
81,161
82,161
83,161
84,161
85,161
86,161
87,161
91,161
73,160
74,160
75,160
76,160
77,160
78,160
79,160
80,160
81,160
82,160
83,160
84,160
85,160
86,160
87,160
88,160
89,160
90,160
91,160
98,160
70,159
71,159
72,159
73,159
74,159
75,159
76,159
77,159
78,159
79,159
80,159
81,159
82,159
83,159
84,159
85,159
86,159
87,159
88,159
89,159
90,159
92,159
93,159
94,159
97,159
5,158
6,158
7,158
8,158
9,158
10,158
69,158
70,158
71,158
72,158
73,158
74,158
75,158
76,158
77,158
78,158
79,158
80,158
81,158
82,158
83,158
84,158
85,158
86,158
87,158
88,158
89,158
93,158
94,158
95,158
96,158
111,158
112,158
113,158
114,158
115,158
118,158
119,158
2,157
4,157
5,157
6,157
7,157
8,157
9,157
10,157
66,157
69,157
70,157
71,157
72,157
73,157
74,157
75,157
76,157
77,157
78,157
79,157
80,157
81,157
82,157
83,157
84,157
85,157
86,157
87,157
88,157
94,157
95,157
96,157
101,157
109,157
111,157
119,157
120,157
3,156
4,156
5,156
6,156
7,156
8,156
9,156
10,156
11,156
12,156
67,156
68,156
69,156
70,156
71,156
72,156
73,156
74,156
75,156
76,156
77,156
78,156
79,156
80,156
81,156
82,156
83,156
84,156
85,156
86,156
87,156
88,156
94,156
95,156
96,156
97,156
98,156
100,156
120,156
122,156
0,155
1,155
2,155
3,155
4,155
5,155
6,155
7,155
8,155
9,155
10,155
11,155
12,155
66,155
67,155
68,155
69,155
70,155
71,155
72,155
73,155
74,155
75,155
76,155
77,155
78,155
79,155
80,155
81,155
82,155
83,155
84,155
85,155
86,155
87,155
88,155
94,155
95,155
96,155
97,155
98,155
99,155
108,155
109,155
120,155
121,155
123,155
0,154
1,154
2,154
3,154
4,154
5,154
6,154
7,154
8,154
9,154
10,154
11,154
12,154
66,154
67,154
68,154
69,154
70,154
71,154
72,154
73,154
74,154
75,154
76,154
77,154
78,154
79,154
80,154
81,154
82,154
83,154
84,154
85,154
86,154
87,154
88,154
94,154
95,154
96,154
97,154
98,154
99,154
107,154
122,154
124,154
0,153
1,153
2,153
3,153
4,153
5,153
6,153
7,153
8,153
9,153
10,153
11,153
12,153
13,153
15,153
16,153
17,153
64,153
65,153
66,153
67,153
68,153
69,153
70,153
71,153
72,153
73,153
74,153
75,153
76,153
77,153
78,153
79,153
80,153
81,153
82,153
83,153
84,153
88,153
94,153
95,153
96,153
97,153
98,153
99,153
100,153
108,153
123,153
126,153
0,152
1,152
2,152
3,152
4,152
5,152
6,152
7,152
8,152
9,152
10,152
11,152
12,152
13,152
14,152
15,152
16,152
17,152
64,152
65,152
66,152
67,152
68,152
69,152
70,152
71,152
72,152
73,152
74,152
75,152
76,152
77,152
78,152
79,152
80,152
81,152
82,152
83,152
88,152
89,152
93,152
94,152
95,152
96,152
97,152
98,152
99,152
100,152
101,152
125,152
0,151
1,151
2,151
3,151
4,151
5,151
6,151
7,151
8,151
9,151
10,151
11,151
12,151
13,151
14,151
15,151
16,151
17,151
18,151
62,151
63,151
64,151
65,151
66,151
67,151
68,151
69,151
70,151
71,151
72,151
73,151
74,151
75,151
76,151
77,151
78,151
79,151
80,151
81,151
82,151
83,151
84,151
88,151
89,151
90,151
92,151
93,151
94,151
95,151
96,151
97,151
98,151
99,151
100,151
101,151
102,151
125,151
0,150
1,150
2,150
3,150
4,150
5,150
6,150
7,150
8,150
9,150
10,150
11,150
12,150
13,150
14,150
15,150
16,150
17,150
18,150
61,150
62,150
63,150
64,150
65,150
66,150
67,150
68,150
69,150
70,150
71,150
72,150
73,150
74,150
75,150
76,150
77,150
78,150
79,150
80,150
81,150
82,150
83,150
88,150
89,150
90,150
91,150
92,150
93,150
94,150
95,150
96,150
97,150
98,150
99,150
100,150
101,150
102,150
103,150
104,150
109,150
110,150
121,150
127,150
248,150
249,150
0,149
1,149
2,149
3,149
4,149
5,149
6,149
7,149
8,149
9,149
10,149
11,149
12,149
13,149
14,149
15,149
16,149
17,149
18,149
61,149
62,149
63,149
64,149
65,149
66,149
67,149
68,149
69,149
70,149
71,149
72,149
73,149
74,149
75,149
76,149
77,149
78,149
79,149
80,149
81,149
82,149
83,149
88,149
89,149
90,149
91,149
92,149
93,149
94,149
95,149
96,149
97,149
98,149
99,149
100,149
101,149
102,149
103,149
104,149
109,149
110,149
115,149
120,149
121,149
127,149
243,149
248,149
249,149
0,148
1,148
2,148
3,148
4,148
5,148
6,148
7,148
8,148
9,148
10,148
11,148
12,148
13,148
14,148
15,148
16,148
17,148
18,148
59,148
60,148
61,148
62,148
63,148
64,148
65,148
66,148
67,148
68,148
69,148
70,148
71,148
72,148
73,148
74,148
75,148
76,148
77,148
78,148
79,148
80,148
81,148
82,148
83,148
84,148
88,148
89,148
90,148
91,148
92,148
93,148
94,148
95,148
96,148
97,148
98,148
99,148
100,148
101,148
102,148
103,148
104,148
109,148
110,148
120,148
121,148
126,148
244,148
247,148
248,148
249,148
0,147
1,147
2,147
3,147
4,147
5,147
6,147
7,147
8,147
9,147
10,147
11,147
12,147
13,147
14,147
15,147
16,147
17,147
18,147
19,147
20,147
59,147
60,147
61,147
62,147
63,147
64,147
65,147
66,147
67,147
68,147
69,147
70,147
71,147
72,147
73,147
74,147
75,147
76,147
77,147
78,147
79,147
80,147
81,147
82,147
83,147
84,147
85,147
86,147
87,147
88,147
89,147
90,147
91,147
92,147
93,147
94,147
95,147
96,147
97,147
98,147
99,147
100,147
101,147
102,147
103,147
104,147
109,147
110,147
113,147
117,147
118,147
120,147
121,147
245,147
246,147
247,147
248,147
249,147
0,146
1,146
2,146
3,146
4,146
5,146
6,146
7,146
8,146
9,146
10,146
11,146
12,146
13,146
14,146
15,146
16,146
17,146
18,146
19,146
20,146
58,146
59,146
60,146
61,146
62,146
63,146
64,146
65,146
66,146
67,146
68,146
69,146
70,146
71,146
72,146
73,146
74,146
75,146
76,146
77,146
78,146
79,146
80,146
81,146
82,146
83,146
84,146
85,146
86,146
87,146
88,146
89,146
90,146
91,146
92,146
93,146
94,146
95,146
96,146
97,146
98,146
99,146
100,146
101,146
102,146
109,146
110,146
113,146
114,146
117,146
118,146
121,146
129,146
245,146
246,146
247,146
248,146
249,146
0,145
1,145
2,145
3,145
4,145
5,145
6,145
7,145
8,145
9,145
10,145
11,145
12,145
13,145
14,145
15,145
16,145
17,145
18,145
19,145
20,145
22,145
25,145
26,145
56,145
57,145
58,145
59,145
60,145
61,145
62,145
63,145
64,145
65,145
66,145
67,145
68,145
69,145
70,145
71,145
72,145
73,145
74,145
75,145
76,145
77,145
78,145
79,145
80,145
81,145
82,145
83,145
84,145
85,145
86,145
87,145
88,145
89,145
90,145
91,145
92,145
93,145
94,145
95,145
96,145
97,145
98,145
99,145
100,145
101,145
102,145
109,145
110,145
111,145
112,145
113,145
117,145
118,145
119,145
120,145
121,145
128,145
241,145
242,145
243,145
244,145
245,145
246,145
247,145
248,145
249,145
0,144
1,144
2,144
3,144
4,144
5,144
6,144
7,144
8,144
9,144
10,144
11,144
12,144
13,144
14,144
15,144
16,144
17,144
18,144
19,144
20,144
21,144
23,144
24,144
25,144
26,144
56,144
57,144
58,144
59,144
60,144
61,144
62,144
63,144
64,144
65,144
66,144
67,144
68,144
69,144
70,144
71,144
72,144
73,144
74,144
75,144
76,144
77,144
78,144
79,144
80,144
81,144
82,144
83,144
84,144
85,144
86,144
87,144
88,144
89,144
90,144
91,144
92,144
93,144
94,144
95,144
96,144
97,144
98,144
99,144
100,144
101,144
102,144
110,144
111,144
112,144
113,144
117,144
118,144
119,144
120,144
121,144
128,144
239,144
240,144
241,144
242,144
243,144
244,144
245,144
246,144
247,144
248,144
249,144
0,143
1,143
2,143
3,143
4,143
5,143
6,143
7,143
8,143
9,143
10,143
11,143
12,143
13,143
14,143
15,143
16,143
17,143
18,143
19,143
20,143
21,143
23,143
24,143
25,143
26,143
55,143
56,143
57,143
58,143
59,143
60,143
61,143
62,143
63,143
64,143
65,143
66,143
67,143
68,143
69,143
70,143
71,143
72,143
73,143
74,143
75,143
76,143
77,143
78,143
79,143
80,143
81,143
82,143
83,143
84,143
85,143
86,143
87,143
88,143
89,143
90,143
91,143
92,143
93,143
94,143
95,143
96,143
97,143
98,143
99,143
100,143
101,143
102,143
129,143
239,143
240,143
241,143
242,143
243,143
244,143
245,143
246,143
247,143
248,143
249,143
0,142
1,142
2,142
3,142
4,142
5,142
6,142
7,142
8,142
9,142
10,142
11,142
12,142
13,142
14,142
15,142
16,142
17,142
18,142
19,142
20,142
21,142
22,142
23,142
24,142
25,142
26,142
32,142
53,142
54,142
55,142
56,142
57,142
58,142
59,142
60,142
61,142
62,142
63,142
64,142
65,142
66,142
67,142
68,142
69,142
70,142
71,142
72,142
73,142
74,142
75,142
76,142
77,142
78,142
79,142
80,142
81,142
82,142
83,142
84,142
85,142
86,142
87,142
88,142
89,142
90,142
91,142
92,142
93,142
94,142
95,142
96,142
97,142
98,142
99,142
100,142
101,142
102,142
103,142
104,142
111,142
112,142
113,142
114,142
115,142
116,142
117,142
118,142
119,142
120,142
237,142
238,142
239,142
240,142
241,142
242,142
243,142
244,142
245,142
246,142
247,142
248,142
249,142
0,141
1,141
2,141
3,141
4,141
5,141
6,141
7,141
8,141
9,141
10,141
11,141
12,141
13,141
14,141
15,141
16,141
17,141
18,141
19,141
20,141
21,141
22,141
23,141
24,141
25,141
26,141
53,141
54,141
55,141
56,141
57,141
58,141
59,141
60,141
61,141
62,141
63,141
64,141
65,141
66,141
67,141
68,141
69,141
70,141
71,141
72,141
73,141
74,141
75,141
76,141
77,141
78,141
79,141
80,141
81,141
82,141
83,141
84,141
85,141
86,141
87,141
88,141
89,141
90,141
91,141
92,141
93,141
94,141
95,141
96,141
97,141
98,141
99,141
100,141
101,141
102,141
103,141
104,141
111,141
112,141
113,141
114,141
115,141
116,141
117,141
118,141
119,141
120,141
121,141
127,141
237,141
238,141
239,141
240,141
241,141
242,141
243,141
244,141
245,141
246,141
247,141
248,141
249,141
0,140
1,140
2,140
3,140
4,140
5,140
6,140
7,140
8,140
9,140
10,140
11,140
12,140
13,140
14,140
15,140
16,140
17,140
18,140
19,140
20,140
21,140
22,140
23,140
24,140
25,140
26,140
27,140
29,140
30,140
52,140
53,140
54,140
55,140
56,140
57,140
58,140
59,140
60,140
61,140
62,140
63,140
64,140
65,140
66,140
67,140
68,140
69,140
70,140
71,140
72,140
73,140
74,140
75,140
76,140
77,140
78,140
79,140
80,140
81,140
82,140
83,140
84,140
85,140
86,140
87,140
88,140
89,140
90,140
91,140
92,140
93,140
94,140
95,140
96,140
97,140
98,140
99,140
100,140
101,140
102,140
103,140
104,140
105,140
106,140
107,140
108,140
109,140
110,140
111,140
112,140
113,140
114,140
115,140
116,140
117,140
118,140
119,140
120,140
121,140
122,140
238,140
239,140
240,140
241,140
242,140
243,140
244,140
245,140
246,140
247,140
248,140
249,140
0,139
1,139
2,139
3,139
4,139
5,139
6,139
7,139
8,139
9,139
10,139
11,139
12,139
13,139
14,139
15,139
16,139
17,139
18,139
19,139
20,139
21,139
22,139
23,139
24,139
25,139
26,139
27,139
28,139
29,139
30,139
47,139
50,139
51,139
52,139
53,139
54,139
55,139
56,139
57,139
58,139
59,139
60,139
61,139
62,139
63,139
64,139
65,139
66,139
67,139
68,139
69,139
70,139
71,139
72,139
73,139
74,139
75,139
76,139
77,139
78,139
79,139
80,139
81,139
82,139
83,139
84,139
85,139
86,139
87,139
88,139
89,139
90,139
91,139
92,139
93,139
94,139
95,139
96,139
97,139
98,139
99,139
100,139
101,139
102,139
103,139
104,139
105,139
106,139
109,139
110,139
111,139
112,139
113,139
114,139
115,139
116,139
117,139
118,139
119,139
120,139
121,139
122,139
234,139
235,139
236,139
237,139
238,139
239,139
240,139
241,139
242,139
243,139
244,139
245,139
246,139
247,139
248,139
249,139
0,138
1,138
2,138
3,138
4,138
5,138
6,138
7,138
8,138
9,138
10,138
11,138
12,138
13,138
14,138
15,138
16,138
17,138
18,138
19,138
20,138
21,138
22,138
23,138
24,138
25,138
26,138
27,138
28,138
29,138
30,138
50,138
51,138
52,138
53,138
54,138
55,138
56,138
57,138
58,138
59,138
60,138
61,138
62,138
63,138
64,138
65,138
66,138
67,138
68,138
69,138
70,138
71,138
72,138
73,138
74,138
75,138
76,138
77,138
78,138
79,138
80,138
81,138
82,138
83,138
84,138
85,138
86,138
87,138
88,138
89,138
90,138
91,138
92,138
93,138
94,138
95,138
96,138
97,138
98,138
99,138
100,138
101,138
102,138
103,138
104,138
105,138
110,138
111,138
112,138
113,138
114,138
115,138
116,138
117,138
118,138
119,138
120,138
121,138
122,138
234,138
235,138
236,138
237,138
238,138
239,138
240,138
241,138
242,138
243,138
244,138
245,138
246,138
247,138
248,138
249,138
0,137
1,137
2,137
3,137
4,137
5,137
6,137
7,137
8,137
9,137
10,137
11,137
12,137
13,137
14,137
15,137
16,137
17,137
18,137
19,137
20,137
21,137
22,137
23,137
24,137
25,137
26,137
27,137
28,137
29,137
30,137
49,137
50,137
51,137
52,137
53,137
54,137
55,137
56,137
57,137
58,137
59,137
60,137
61,137
62,137
63,137
64,137
65,137
66,137
67,137
68,137
69,137
70,137
71,137
72,137
73,137
74,137
75,137
76,137
77,137
78,137
79,137
80,137
81,137
82,137
83,137
84,137
85,137
86,137
87,137
88,137
89,137
90,137
91,137
92,137
93,137
94,137
95,137
96,137
97,137
98,137
99,137
100,137
101,137
102,137
103,137
104,137
113,137
114,137
115,137
116,137
117,137
118,137
119,137
120,137
234,137
235,137
236,137
237,137
238,137
239,137
240,137
241,137
242,137
243,137
244,137
245,137
246,137
247,137
248,137
249,137
0,136
